"DateTime";"Middeltemperatur";"Maksimumtemperatur";"Minimumtemperatur"
"2021-02-14 20:00:00";-6.1;-5.4;-7.1
"2021-02-14 21:00:00";-5.9;-5.2;-6.8
"2021-02-14 22:00:00";-5.3;-5.1;-5.6
"2021-02-14 23:00:00";-5.3;-5;-5.7
"2021-02-15 00:00:00";-5.3;-5.1;-5.6
"2021-02-15 01:00:00";-5.3;-5.2;-5.5
"2021-02-15 02:00:00";-5.4;-5.2;-5.7
"2021-02-15 03:00:00";-5.3;-5.1;-5.6
"2021-02-15 04:00:00";-4.9;-4.4;-5.4
"2021-02-15 05:00:00";-4.3;-3.8;-4.7
"2021-02-15 06:00:00";-3.3;-2.8;-3.9
"2021-02-15 07:00:00";-2.7;-2.3;-2.9
"2021-02-15 08:00:00";-1.9;-1.6;-2.4
"2021-02-15 09:00:00";-1.1;-0.6;-1.6
"2021-02-15 10:00:00";-0.1;0.4;-0.6
"2021-02-15 11:00:00";0.8;1.2;0.4
"2021-02-15 12:00:00";1.4;1.6;1.1
"2021-02-15 13:00:00";1.4;1.5;1.3
"2021-02-15 14:00:00";1.1;1.4;0.9
"2021-02-15 15:00:00";0.7;1;0.4
"2021-02-15 16:00:00";-0.3;0.4;-0.7
"2021-02-15 17:00:00";-0.8;-0.5;-1
"2021-02-15 18:00:00";-0.5;-0.4;-0.7
"2021-02-15 19:00:00";-0.5;-0.3;-0.7
"2021-02-15 20:00:00";-0.7;-0.5;-0.8
"2021-02-15 21:00:00";-1;-0.8;-1.4
"2021-02-15 22:00:00";-1.3;-1.1;-1.4
"2021-02-15 23:00:00";-0.9;-0.6;-1.1
"2021-02-16 00:00:00";-0.7;-0.6;-0.8
"2021-02-16 01:00:00";-0.9;-0.8;-1
"2021-02-16 02:00:00";-1;-0.9;-1.1
"2021-02-16 03:00:00";-1;-0.9;-1.1
"2021-02-16 04:00:00";-1;-0.9;-1.1
"2021-02-16 05:00:00";-1.1;-0.9;-1.2
"2021-02-16 06:00:00";-1.3;-1.2;-1.3
"2021-02-16 07:00:00";-1.3;-1.2;-1.4
"2021-02-16 08:00:00";-1.2;-1;-1.3
"2021-02-16 09:00:00";-0.9;-0.7;-1.2
"2021-02-16 10:00:00";-0.4;-0.1;-0.8
"2021-02-16 11:00:00";-0.1;0.2;-0.3
"2021-02-16 12:00:00";0.2;0.4;0
"2021-02-16 13:00:00";0.2;0.3;0
"2021-02-16 14:00:00";0.2;0.3;0
"2021-02-16 15:00:00";0;0.3;-0.2
"2021-02-16 16:00:00";-0.2;-0.1;-0.4
"2021-02-16 17:00:00";-0.3;-0.2;-0.4
"2021-02-16 18:00:00";-0.3;-0.1;-0.5
"2021-02-16 19:00:00";-0.4;-0.3;-0.6
"2021-02-16 20:00:00";-0.4;-0.2;-0.4
"2021-02-16 21:00:00";-0.3;-0.2;-0.4
"2021-02-16 22:00:00";-0.2;0;-0.4
"2021-02-16 23:00:00";0;0.3;-0.1
"2021-02-17 00:00:00";0.2;0.5;0.1
"2021-02-17 01:00:00";0.4;0.5;0.3
"2021-02-17 02:00:00";0.3;0.4;0.2
"2021-02-17 03:00:00";0.3;0.5;0.2
"2021-02-17 04:00:00";0.5;0.6;0.4
"2021-02-17 05:00:00";0.4;0.6;0.1
"2021-02-17 06:00:00";0.2;0.3;0
"2021-02-17 07:00:00";0.3;0.4;0.1
"2021-02-17 08:00:00";0.3;0.4;0.2
"2021-02-17 09:00:00";0.3;0.4;0.2
"2021-02-17 10:00:00";0.3;0.4;0.2
"2021-02-17 11:00:00";0.5;0.6;0.3
"2021-02-17 12:00:00";0.7;0.9;0.5
"2021-02-17 13:00:00";0.8;1;0.7
"2021-02-17 14:00:00";0.9;0.9;0.7
"2021-02-17 15:00:00";0.8;0.9;0.8
"2021-02-17 16:00:00";0.8;0.9;0.7
"2021-02-17 17:00:00";0.7;0.8;0.6
"2021-02-17 18:00:00";0.6;0.8;0.5
"2021-02-17 19:00:00";0.6;0.7;0.4
"2021-02-17 20:00:00";0.5;0.6;0.4
"2021-02-17 21:00:00";0.6;0.7;0.5
"2021-02-17 22:00:00";0.6;0.7;0.5
"2021-02-17 23:00:00";0.6;0.7;0.5
"2021-02-18 00:00:00";0.6;0.7;0.5
"2021-02-18 01:00:00";0.6;0.7;0.5
"2021-02-18 02:00:00";0.6;0.7;0.5
"2021-02-18 03:00:00";0.6;0.7;0.5
"2021-02-18 04:00:00";0.6;0.7;0.5
"2021-02-18 05:00:00";0.6;0.7;0.6
"2021-02-18 06:00:00";0.6;0.7;0.5
"2021-02-18 07:00:00";0.6;0.6;0.5
"2021-02-18 08:00:00";0.6;0.7;0.5
"2021-02-18 09:00:00";0.7;0.8;0.6
"2021-02-18 10:00:00";1;1.1;0.8
"2021-02-18 11:00:00";1.2;1.4;1.1
"2021-02-18 12:00:00";1.4;1.4;1.3
"2021-02-18 13:00:00";1.4;1.5;1.3
"2021-02-18 14:00:00";1.3;1.4;1.2
"2021-02-18 15:00:00";1.5;1.6;1.3
"2021-02-18 16:00:00";1.6;1.7;1.4
"2021-02-18 17:00:00";1.4;1.5;1.3
"2021-02-18 18:00:00";1.6;1.9;1.3
"2021-02-18 19:00:00";1.9;2;1.8
"2021-02-18 20:00:00";2;2.1;1.8
"2021-02-18 21:00:00";1.9;2.1;1.8
"2021-02-18 22:00:00";2.2;2.5;1.9
